Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label,Src IP,Dst IP,JA3,Timestamp
335920,19,2,6714,159,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:40:50.690730
211152,4,15,3352,256,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:40:55.690730
178376,1,18,7515,276,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:41:00.690730
187848,8,15,6871,260,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:41:05.690730
142787,7,19,378,12,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:41:10.690730
177948,3,12,680,85,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:41:15.690730
105016,10,13,5058,96,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:41:20.690730
452690,10,11,8545,279,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:41:25.690730
71959,19,5,4376,234,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 19:41:30.690730
186602,14,1,8097,27,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:41:35.690730
275928,2,3,4876,122,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 19:41:40.690730
431245,1,19,924,260,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:41:45.690730
315892,18,7,3932,242,Benign,45.67.89.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:41:50.690730
278576,7,12,8991,288,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:41:55.690730
63545,8,15,5545,211,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:42:00.690730
439803,1,5,1480,92,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:42:05.690730
215838,3,15,9965,134,Benign,192.168.1.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:42:10.690730
385674,8,8,6634,184,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:42:15.690730
405701,15,10,3256,78,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:42:20.690730
111087,5,16,4407,56,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:42:25.690730
118840,3,8,5734,265,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 19:42:30.690730
168451,19,1,8675,224,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:42:35.690730
497600,1,12,5910,39,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:42:40.690730
363149,15,5,8633,290,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:42:45.690730
489792,8,3,6034,246,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:42:50.690730
89353,2,1,3209,257,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:42:55.690730
243075,3,4,4182,34,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:00.690730
264283,14,8,3340,83,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:05.690730
364877,14,3,6128,215,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:10.690730
115318,11,10,1949,103,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:15.690730
291025,16,2,8597,136,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:43:20.690730
466880,4,11,2849,34,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:43:25.690730
117172,5,10,6780,125,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:43:30.690730
266688,14,14,9427,57,Benign,45.67.89.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:35.690730
306951,16,7,305,235,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:40.690730
143264,18,2,7452,275,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:45.690730
296458,7,9,4691,108,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:43:50.690730
338880,10,16,3550,20,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:43:55.690730
275281,7,13,7314,94,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 19:44:00.690730
162859,1,9,3911,223,Benign,10.0.0.5,10.1.1.3,abcd1234ef567890,2026-02-21 19:44:05.690730
424325,19,4,5241,182,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 19:44:10.690730
444070,16,10,8601,218,Benign,45.67.89.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:44:15.690730
402228,19,12,2808,73,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:44:20.690730
481839,4,17,2091,267,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:44:25.690730
319536,18,14,8563,130,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:44:30.690730
367824,2,14,3373,63,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:44:35.690730
307426,1,2,4638,281,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:44:40.690730
227789,15,11,8812,250,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:44:45.690730
268164,5,16,9268,252,Benign,10.0.0.5,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:44:50.690730
363003,11,19,3822,27,Benign,10.0.0.5,10.1.1.1,abcd1234ef567890,2026-02-21 19:44:55.690730
175657,10,6,3651,196,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:45:00.690730
285167,2,19,2932,153,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:45:05.690730
207381,3,5,5779,271,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:45:10.690730
244806,12,4,6679,248,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:45:15.690730
120467,5,15,252,85,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:45:20.690730
233734,5,4,5854,197,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:45:25.690730
148506,6,10,2900,255,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:45:30.690730
159751,9,3,5410,139,Benign,192.168.1.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:45:35.690730
431050,2,5,2710,292,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:45:40.690730
455904,12,6,1204,88,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:45:45.690730
337486,3,8,7461,81,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 19:45:50.690730
218229,12,7,4299,272,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:45:55.690730
418452,17,10,3954,200,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 19:46:00.690730
495299,10,6,7363,72,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 19:46:05.690730
156081,14,14,2014,21,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:46:10.690730
139045,17,4,7465,150,Benign,10.0.0.5,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:46:15.690730
84698,18,13,3172,263,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 19:46:20.690730
160078,19,17,9298,52,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:46:25.690730
392767,17,7,506,26,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:46:30.690730
72671,14,4,266,72,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 19:46:35.690730
468400,9,14,608,262,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:46:40.690730
405528,8,3,1761,17,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:46:45.690730
485323,2,5,3764,99,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:46:50.690730
136202,13,16,3589,217,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:46:55.690730
101663,7,4,780,293,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:47:00.690730
65708,9,2,2624,127,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:47:05.690730
404050,11,18,2220,184,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:47:10.690730
361955,14,19,5360,85,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:47:15.690730
183883,4,19,4457,110,Benign,45.67.89.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:47:20.690730
368394,13,17,1463,160,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:47:25.690730
162547,2,14,9623,279,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:47:30.690730
436393,5,19,2392,80,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:47:35.690730
84754,11,13,1638,189,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 19:47:40.690730
276814,6,12,3508,133,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:47:45.690730
287714,18,6,7842,294,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 19:47:50.690730
192483,10,4,8852,204,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:47:55.690730
183983,4,19,9391,237,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:48:00.690730
264835,9,16,2003,284,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:48:05.690730
451896,6,13,274,115,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:48:10.690730
134896,2,4,2330,30,Benign,10.0.0.5,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:48:15.690730
121295,17,17,4387,73,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:48:20.690730
269686,5,1,4260,174,Benign,45.67.89.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:48:25.690730
412833,6,18,7206,36,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:48:30.690730
323255,12,17,9789,294,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 19:48:35.690730
349648,10,15,3271,157,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:48:40.690730
182874,6,11,1667,290,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:48:45.690730
58155,8,13,1251,173,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:48:50.690730
351528,2,1,7719,233,Benign,10.0.0.5,10.1.1.3,abcd1234ef567890,2026-02-21 19:48:55.690730
424705,12,17,6133,281,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:49:00.690730
97254,13,6,8660,155,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:49:05.690730
334062,7,4,5046,39,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:49:10.690730
135981,10,16,8334,54,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 19:49:15.690730
80306,13,15,2007,284,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:49:20.690730
197718,17,15,3590,43,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:49:25.690730
358987,14,6,2635,150,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:49:30.690730
170975,2,15,4273,230,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:49:35.690730
408745,11,14,1393,31,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:49:40.690730
157512,1,11,4869,189,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:49:45.690730
197443,19,7,4896,240,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:49:50.690730
423616,4,9,6971,47,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:49:55.690730
183121,19,16,3072,79,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:50:00.690730
212688,11,5,4022,125,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:50:05.690730
415871,8,10,5097,248,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:50:10.690730
425037,11,18,7132,157,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:50:15.690730
333076,4,3,1092,18,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:50:20.690730
167796,17,13,8212,297,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:50:25.690730
341999,7,11,5387,59,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:50:30.690730
242506,8,17,2340,14,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 19:50:35.690730
224088,3,13,1576,135,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:50:40.690730
319544,2,6,6526,84,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 19:50:45.690730
430002,15,17,489,174,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:50:50.690730
223714,5,13,1099,287,Benign,192.168.1.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:50:55.690730
65151,1,19,1955,299,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:51:00.690730
494623,4,19,8225,86,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:51:05.690730
116690,15,10,8950,146,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:51:10.690730
54499,19,3,2863,115,Benign,45.67.89.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:51:15.690730
56295,3,14,3763,104,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:51:20.690730
433029,11,19,5086,144,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:51:25.690730
438215,17,5,1581,77,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:51:30.690730
371184,13,5,7356,156,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:51:35.690730
324327,11,17,3831,168,Benign,10.0.0.5,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:51:40.690730
472515,2,10,7362,172,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 19:51:45.690730
193946,9,5,551,198,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:51:50.690730
428480,2,4,9829,104,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:51:55.690730
82711,9,6,3193,190,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 19:52:00.690730
317683,9,4,982,297,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:52:05.690730
234423,8,7,4508,196,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:52:10.690730
229426,17,7,4168,147,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:52:15.690730
438207,1,18,3377,139,Benign,10.0.0.5,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:52:20.690730
183629,11,3,8666,203,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:52:25.690730
350504,8,1,8051,282,Benign,45.67.89.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:52:30.690730
263090,10,4,4790,153,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:52:35.690730
183272,7,6,4695,25,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:52:40.690730
293548,3,9,4659,254,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:52:45.690730
228047,3,14,7391,116,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:52:50.690730
333501,18,12,8260,97,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:52:55.690730
169121,5,4,212,138,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:00.690730
127505,12,12,5231,13,Benign,192.168.1.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:53:05.690730
52869,12,10,3297,104,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:10.690730
307186,19,7,239,218,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:15.690730
362252,6,3,1524,234,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:53:20.690730
162296,2,14,3049,56,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:53:25.690730
144179,12,10,3268,190,Benign,192.168.1.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:53:30.690730
140272,19,16,8808,115,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:35.690730
88467,5,16,6143,208,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:40.690730
335472,12,10,7089,115,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:45.690730
403556,17,13,7336,289,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:53:50.690730
185059,17,6,6361,269,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:53:55.690730
108871,10,12,987,117,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:54:00.690730
465615,17,9,3204,28,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:54:05.690730
178391,15,13,149,180,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:54:10.690730
489430,12,4,4051,204,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:54:15.690730
136416,16,11,3660,21,Benign,192.168.1.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:54:20.690730
382415,19,18,118,204,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:54:25.690730
356208,8,11,4921,292,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:54:30.690730
306687,17,4,6440,191,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:54:35.690730
251163,5,18,8158,153,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:54:40.690730
157450,16,1,9765,191,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:54:45.690730
221890,6,7,2706,39,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:54:50.690730
488741,8,6,7946,93,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:54:55.690730
331974,18,15,8743,175,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:55:00.690730
460645,12,18,6532,293,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:55:05.690730
450109,15,11,3865,290,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:55:10.690730
166381,9,15,2538,105,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:55:15.690730
97333,13,16,9841,275,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:55:20.690730
184508,15,7,6458,234,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:55:25.690730
255362,10,10,8419,51,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:55:30.690730
388357,16,12,6041,255,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:55:35.690730
449111,7,14,7744,217,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:55:40.690730
200810,17,5,4955,246,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 19:55:45.690730
342890,7,18,6647,31,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:55:50.690730
99377,14,5,7296,194,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:55:55.690730
491620,15,3,6011,251,Benign,192.168.1.10,10.1.1.2,abcd1234ef567890,2026-02-21 19:56:00.690730
366189,7,5,6581,292,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:56:05.690730
410032,9,17,2861,50,Benign,192.168.1.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:56:10.690730
483006,19,19,4556,171,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:56:15.690730
419599,16,19,9707,169,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:56:20.690730
186672,8,12,6461,98,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:56:25.690730
275732,18,9,5793,21,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:56:30.690730
405323,18,1,5888,82,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:56:35.690730
221836,7,18,301,85,Benign,10.0.0.5,10.1.1.1,abcd1234ef567890,2026-02-21 19:56:40.690730
255615,3,4,6260,210,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:56:45.690730
95714,18,10,617,19,Benign,10.0.0.5,10.1.1.1,abcd1234ef567890,2026-02-21 19:56:50.690730
152946,10,7,7837,235,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:56:55.690730
421760,7,1,9633,185,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:57:00.690730
155983,17,17,2088,285,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 19:57:05.690730
237563,14,2,3902,48,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:57:10.690730
174123,3,11,5908,69,Benign,192.168.1.10,10.1.1.3,abcd1234ef567890,2026-02-21 19:57:15.690730
461805,12,9,7262,75,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:57:20.690730
355628,13,7,6341,133,Benign,192.168.1.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:57:25.690730
132989,2,17,8499,173,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:57:30.690730
348356,3,17,5733,168,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:57:35.690730
355669,5,2,5855,66,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:57:40.690730
228274,11,6,6409,87,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:57:45.690730
213707,8,14,4217,203,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:57:50.690730
375352,12,6,8445,294,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:57:55.690730
345972,7,2,1618,24,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:58:00.690730
461927,15,1,6263,21,Benign,10.0.0.5,10.1.1.1,abcd1234ef567890,2026-02-21 19:58:05.690730
315564,17,10,2700,110,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:58:10.690730
408896,4,5,2295,165,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 19:58:15.690730
181373,13,2,3654,134,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:58:20.690730
488452,18,16,2949,289,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:58:25.690730
165294,1,2,1842,119,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:58:30.690730
